case_study,brf,max_eval,prob_pas,search_budget,algorithm,q_indicator,value
simplified-cocome,moc_1.64,102,95,sb_1800000,nsgaii,IGD+,3.0058082855313506
simplified-cocome,moc_1.64,102,95,sb_1800000,nsgaii,IGD+,3.090981715727545
simplified-cocome,moc_1.64,102,95,sb_1800000,nsgaii,EP,2.620704675201548
simplified-cocome,moc_1.64,102,95,sb_1800000,nsgaii,EP,3.051676026646949
simplified-cocome,moc_1.64,102,95,sb_1800000,nsgaii,EP,3.13746919167092
simplified-cocome,moc_1.64,102,95,sb_1800000,nsgaii,HV,0.0
simplified-cocome,moc_1.64,102,95,sb_1800000,nsgaii,HV,0.0
simplified-cocome,moc_1.64,102,95,sb_1800000,nsgaii,HV,0.0
simplified-cocome,moc_1.64,102,95,sb_1800000,nsgaii,GSPREAD,0.9468638214905848
simplified-cocome,moc_1.64,102,95,sb_1800000,nsgaii,GSPREAD,1.213757044893161
simplified-cocome,moc_1.64,102,95,sb_1800000,nsgaii,GSPREAD,1.2675678305243443
simplified-cocome,moc_1.64,72,95,sb_900000,spea2,IGD+,0.3632752100314418
simplified-cocome,moc_1.64,72,95,sb_900000,spea2,IGD+,0.25564143183571486
simplified-cocome,moc_1.64,72,95,sb_900000,spea2,IGD+,0.5821568678206549
simplified-cocome,moc_1.64,72,95,sb_900000,spea2,EP,0.5568915846681199
simplified-cocome,moc_1.64,72,95,sb_900000,spea2,EP,0.49477351916376305
simplified-cocome,moc_1.64,72,95,sb_900000,spea2,EP,0.8385598141695702
simplified-cocome,moc_1.64,72,95,sb_900000,spea2,HV,0.08950793682296601
simplified-cocome,moc_1.64,72,95,sb_900000,spea2,HV,0.2050089703639542
simplified-cocome,moc_1.64,72,95,sb_900000,spea2,HV,0.02509326764008075
simplified-cocome,moc_1.64,72,95,sb_900000,spea2,GSPREAD,0.5186141413393199
simplified-cocome,moc_1.64,72,95,sb_900000,spea2,GSPREAD,0.5206433406649743
simplified-cocome,moc_1.64,72,95,sb_900000,spea2,GSPREAD,0.5010674403944115
simplified-cocome,moc_1.64,82,95,sb_900000,spea2,IGD+,0.32787798187232625
simplified-cocome,moc_1.64,82,95,sb_900000,spea2,IGD+,0.2503365971911862
simplified-cocome,moc_1.64,82,95,sb_900000,spea2,IGD+,0.3480871960648502
simplified-cocome,moc_1.64,82,95,sb_900000,spea2,EP,0.5609756097560976
simplified-cocome,moc_1.64,82,95,sb_900000,spea2,EP,0.4250871080139373
simplified-cocome,moc_1.64,82,95,sb_900000,spea2,EP,0.527293844367015
simplified-cocome,moc_1.64,82,95,sb_900000,spea2,HV,0.16260048484076375
simplified-cocome,moc_1.64,82,95,sb_900000,spea2,HV,0.18401117531202876
simplified-cocome,moc_1.64,82,95,sb_900000,spea2,HV,0.11433829363127507
simplified-cocome,moc_1.64,82,95,sb_900000,spea2,GSPREAD,0.7118454292470178
simplified-cocome,moc_1.64,82,95,sb_900000,spea2,GSPREAD,0.8470018443544151
simplified-cocome,moc_1.64,82,95,sb_900000,spea2,GSPREAD,0.46916099018230517
simplified-cocome,moc_1.64,102,95,sb_900000,spea2,IGD+,0.38199684869329176
simplified-cocome,moc_1.64,102,95,sb_900000,spea2,IGD+,0.339844667827389
simplified-cocome,moc_1.64,102,95,sb_900000,spea2,IGD+,0.23603669828833537
simplified-cocome,moc_1.64,102,95,sb_900000,spea2,EP,0.5833333333333333
simplified-cocome,moc_1.64,102,95,sb_900000,spea2,EP,0.4657375145180023
simplified-cocome,moc_1.64,102,95,sb_900000,spea2,EP,0.41811846689895477
simplified-cocome,moc_1.64,102,95,sb_900000,spea2,HV,0.09911972268407121
simplified-cocome,moc_1.64,102,95,sb_900000,spea2,HV,0.10878945325976987
simplified-cocome,moc_1.64,102,95,sb_900000,spea2,HV,0.18600767385333408
simplified-cocome,moc_1.64,102,95,sb_900000,spea2,GSPREAD,0.7010682528824218
simplified-cocome,moc_1.64,102,95,sb_900000,spea2,GSPREAD,0.6527497338563
simplified-cocome,moc_1.64,102,95,sb_900000,spea2,GSPREAD,0.6332166318166458
simplified-cocome,moc_1.64,72,95,sb_3600000,spea2,IGD+,0.36209875868913466
simplified-cocome,moc_1.64,72,95,sb_3600000,spea2,IGD+,0.15770757787407036
simplified-cocome,moc_1.64,72,95,sb_3600000,spea2,IGD+,0.25669257342912094
simplified-cocome,moc_1.64,72,95,sb_3600000,spea2,EP,0.5833333333333334
simplified-cocome,moc_1.64,72,95,sb_3600000,spea2,EP,0.4250871080139373
simplified-cocome,moc_1.64,72,95,sb_3600000,spea2,EP,0.41811846689895477
simplified-cocome,moc_1.64,72,95,sb_3600000,spea2,HV,0.09250577162944955
simplified-cocome,moc_1.64,72,95,sb_3600000,spea2,HV,0.3699929552641969
simplified-cocome,moc_1.64,72,95,sb_3600000,spea2,HV,0.16721339597760168
simplified-cocome,moc_1.64,72,95,sb_3600000,spea2,GSPREAD,0.6060943858601012
simplified-cocome,moc_1.64,72,95,sb_3600000,spea2,GSPREAD,0.5137729987795504
simplified-cocome,moc_1.64,72,95,sb_3600000,spea2,GSPREAD,0.6119385796728193
simplified-cocome,moc_1.64,82,95,sb_3600000,spea2,IGD+,0.24713614799688888
simplified-cocome,moc_1.64,82,95,sb_3600000,spea2,IGD+,0.8047865690441616
simplified-cocome,moc_1.64,82,95,sb_3600000,spea2,IGD+,0.2708525115221545
simplified-cocome,moc_1.64,82,95,sb_3600000,spea2,EP,0.49477351916376305
simplified-cocome,moc_1.64,82,95,sb_3600000,spea2,EP,0.8090679319858955
simplified-cocome,moc_1.64,82,95,sb_3600000,spea2,EP,0.3995354239256678
simplified-cocome,moc_1.64,82,95,sb_3600000,spea2,HV,0.24373124761552842
simplified-cocome,moc_1.64,82,95,sb_3600000,spea2,HV,0.009755852721055221
simplified-cocome,moc_1.64,82,95,sb_3600000,spea2,HV,0.16769277762505083
simplified-cocome,moc_1.64,82,95,sb_3600000,spea2,GSPREAD,0.5559234302679078
simplified-cocome,moc_1.64,82,95,sb_3600000,spea2,GSPREAD,0.8267865143505487
simplified-cocome,moc_1.64,82,95,sb_3600000,spea2,GSPREAD,0.423420321419628
simplified-cocome,moc_1.64,102,95,sb_3600000,spea2,IGD+,0.26158358078887634
simplified-cocome,moc_1.64,102,95,sb_3600000,spea2,IGD+,0.35187532201225324
simplified-cocome,moc_1.64,102,95,sb_3600000,spea2,IGD+,0.24109824797357357
simplified-cocome,moc_1.64,102,95,sb_3600000,spea2,EP,0.47967479674796737
simplified-cocome,moc_1.64,102,95,sb_3600000,spea2,EP,0.5833333333333334
simplified-cocome,moc_1.64,102,95,sb_3600000,spea2,EP,0.45990636512007527
simplified-cocome,moc_1.64,102,95,sb_3600000,spea2,HV,0.17368532776903226
simplified-cocome,moc_1.64,102,95,sb_3600000,spea2,HV,0.09220905763374879
simplified-cocome,moc_1.64,102,95,sb_3600000,spea2,HV,0.18576300079618682
simplified-cocome,moc_1.64,102,95,sb_3600000,spea2,GSPREAD,0.9189783034113403
simplified-cocome,moc_1.64,102,95,sb_3600000,spea2,GSPREAD,0.5199787590158869
simplified-cocome,moc_1.64,102,95,sb_3600000,spea2,GSPREAD,0.8035377026094688
simplified-cocome,moc_1.64,72,95,sb_1800000,spea2,IGD+,0.19732075407036048
simplified-cocome,moc_1.64,72,95,sb_1800000,spea2,IGD+,0.401541048243268
simplified-cocome,moc_1.64,72,95,sb_1800000,spea2,IGD+,0.22897418013765575
simplified-cocome,moc_1.64,72,95,sb_1800000,spea2,EP,0.41811846689895477
simplified-cocome,moc_1.64,72,95,sb_1800000,spea2,EP,0.5833333333333333
simplified-cocome,moc_1.64,72,95,sb_1800000,spea2,EP,0.3333333333333333
simplified-cocome,moc_1.64,72,95,sb_1800000,spea2,HV,0.2899973491272984
simplified-cocome,moc_1.64,72,95,sb_1800000,spea2,HV,0.0922721289947557
simplified-cocome,moc_1.64,72,95,sb_1800000,spea2,HV,0.2097442390482423
simplified-cocome,moc_1.64,72,95,sb_1800000,spea2,GSPREAD,0.5108971010239403
simplified-cocome,moc_1.64,72,95,sb_1800000,spea2,GSPREAD,0.8764608475074913
simplified-cocome,moc_1.64,72,95,sb_1800000,spea2,GSPREAD,0.6834204030331489
simplified-cocome,moc_1.64,82,95,sb_1800000,spea2,IGD+,0.44290737511940076
simplified-cocome,moc_1.64,82,95,sb_1800000,spea2,IGD+,0.22723801226797466
simplified-cocome,moc_1.64,82,95,sb_1800000,spea2,IGD+,0.3689759197653166
simplified-cocome,moc_1.64,82,95,sb_1800000,spea2,EP,0.6666666666666666
simplified-cocome,moc_1.64,82,95,sb_1800000,spea2,EP,0.49477351916376305
simplified-cocome,moc_1.64,82,95,sb_1800000,spea2,EP,0.5934959349593496
simplified-cocome,moc_1.64,82,95,sb_1800000,spea2,HV,0.049850890754408156
simplified-cocome,moc_1.64,82,95,sb_1800000,spea2,HV,0.25136983054879697
simplified-cocome,moc_1.64,82,95,sb_1800000,spea2,HV,0.11389499068480834
simplified-cocome,moc_1.64,82,95,sb_1800000,spea2,GSPREAD,0.47012914876890477
simplified-cocome,moc_1.64,82,95,sb_1800000,spea2,GSPREAD,0.9447401036104233
simplified-cocome,moc_1.64,82,95,sb_1800000,spea2,GSPREAD,0.6466525877181726
simplified-cocome,moc_1.64,102,95,sb_1800000,spea2,IGD+,0.3844670464875048
simplified-cocome,moc_1.64,102,95,sb_1800000,spea2,IGD+,0.29431177275560555
simplified-cocome,moc_1.64,102,95,sb_1800000,spea2,IGD+,0.3261697164874517
simplified-cocome,moc_1.64,102,95,sb_1800000,spea2,EP,0.6085946573751453
simplified-cocome,moc_1.64,102,95,sb_1800000,spea2,EP,0.5410027237822278
simplified-cocome,moc_1.64,102,95,sb_1800000,spea2,EP,0.6666666666666666
simplified-cocome,moc_1.64,102,95,sb_1800000,spea2,HV,0.12586892333243274
simplified-cocome,moc_1.64,102,95,sb_1800000,spea2,HV,0.1309922020795915
simplified-cocome,moc_1.64,102,95,sb_1800000,spea2,HV,0.09911023226718485
simplified-cocome,moc_1.64,102,95,sb_1800000,spea2,GSPREAD,0.7809511874687561
simplified-cocome,moc_1.64,102,95,sb_1800000,spea2,GSPREAD,0.31432912361431226
simplified-cocome,moc_1.64,102,95,sb_1800000,spea2,GSPREAD,0.6463765132446013
simplified-cocome,moc_1.64,72,95,sb_900000,pesa2,IGD+,0.23692407188466688
simplified-cocome,moc_1.64,72,95,sb_900000,pesa2,IGD+,0.11021862929218373
simplified-cocome,moc_1.64,72,95,sb_900000,pesa2,IGD+,0.1643798755718776
simplified-cocome,moc_1.64,72,95,sb_900000,pesa2,EP,0.46500084207962533
simplified-cocome,moc_1.64,72,95,sb_900000,pesa2,EP,0.28571428571428575
simplified-cocome,moc_1.64,72,95,sb_900000,pesa2,EP,0.3557413851084554
simplified-cocome,moc_1.64,72,95,sb_900000,pesa2,HV,0.2166914443967463
simplified-cocome,moc_1.64,72,95,sb_900000,pesa2,HV,0.38393590996226995
simplified-cocome,moc_1.64,72,95,sb_900000,pesa2,HV,0.3307074880523733
simplified-cocome,moc_1.64,72,95,sb_900000,pesa2,GSPREAD,0.6303940530283476
simplified-cocome,moc_1.64,72,95,sb_900000,pesa2,GSPREAD,0.6894173219715073
simplified-cocome,moc_1.64,72,95,sb_900000,pesa2,GSPREAD,0.676149067207591
simplified-cocome,moc_1.64,82,95,sb_900000,pesa2,IGD+,0.14029285497696445
simplified-cocome,moc_1.64,82,95,sb_900000,pesa2,IGD+,0.2764453620320302
simplified-cocome,moc_1.64,82,95,sb_900000,pesa2,IGD+,0.3049079298256075
simplified-cocome,moc_1.64,82,95,sb_900000,pesa2,EP,0.25667828106852497
simplified-cocome,moc_1.64,82,95,sb_900000,pesa2,EP,0.5833333333333334
simplified-cocome,moc_1.64,82,95,sb_900000,pesa2,EP,0.5833333333333334
simplified-cocome,moc_1.64,82,95,sb_900000,pesa2,HV,0.33784883571466706
simplified-cocome,moc_1.64,82,95,sb_900000,pesa2,HV,0.15174978910832315
simplified-cocome,moc_1.64,82,95,sb_900000,pesa2,HV,0.15418393273525716
simplified-cocome,moc_1.64,82,95,sb_900000,pesa2,GSPREAD,0.6356573267109049
simplified-cocome,moc_1.64,82,95,sb_900000,pesa2,GSPREAD,0.7218023232059707
simplified-cocome,moc_1.64,82,95,sb_900000,pesa2,GSPREAD,0.8474024818383493
simplified-cocome,moc_1.64,102,95,sb_900000,pesa2,IGD+,0.13603985546502095
simplified-cocome,moc_1.64,102,95,sb_900000,pesa2,IGD+,0.27667815421584313
simplified-cocome,moc_1.64,102,95,sb_900000,pesa2,IGD+,0.2570179371855278
simplified-cocome,moc_1.64,102,95,sb_900000,pesa2,EP,0.25667828106852497
simplified-cocome,moc_1.64,102,95,sb_900000,pesa2,EP,0.4541231126596981
simplified-cocome,moc_1.64,102,95,sb_900000,pesa2,EP,0.4506387921022068
simplified-cocome,moc_1.64,102,95,sb_900000,pesa2,HV,0.32926229058503265
simplified-cocome,moc_1.64,102,95,sb_900000,pesa2,HV,0.17923275784403497
simplified-cocome,moc_1.64,102,95,sb_900000,pesa2,HV,0.15195504360351605
simplified-cocome,moc_1.64,102,95,sb_900000,pesa2,GSPREAD,0.5475882580097516
simplified-cocome,moc_1.64,102,95,sb_900000,pesa2,GSPREAD,0.5715791154251546
simplified-cocome,moc_1.64,102,95,sb_900000,pesa2,GSPREAD,0.6471933969943279
simplified-cocome,moc_1.64,72,95,sb_3600000,pesa2,IGD+,0.10898449005396221
simplified-cocome,moc_1.64,72,95,sb_3600000,pesa2,IGD+,0.3737357540591629
simplified-cocome,moc_1.64,72,95,sb_3600000,pesa2,IGD+,0.14373350213743283
simplified-cocome,moc_1.64,72,95,sb_3600000,pesa2,EP,0.3333333333333333
simplified-cocome,moc_1.64,72,95,sb_3600000,pesa2,EP,0.568931131742196
simplified-cocome,moc_1.64,72,95,sb_3600000,pesa2,EP,0.25667828106852497
simplified-cocome,moc_1.64,72,95,sb_3600000,pesa2,HV,0.43598120576984956
simplified-cocome,moc_1.64,72,95,sb_3600000,pesa2,HV,0.1109948323972672
simplified-cocome,moc_1.64,72,95,sb_3600000,pesa2,HV,0.352454296840489
simplified-cocome,moc_1.64,72,95,sb_3600000,pesa2,GSPREAD,0.6930714651360904
simplified-cocome,moc_1.64,72,95,sb_3600000,pesa2,GSPREAD,0.6831636898373417
simplified-cocome,moc_1.64,72,95,sb_3600000,pesa2,GSPREAD,0.5940720459262311
simplified-cocome,moc_1.64,82,95,sb_3600000,pesa2,IGD+,0.246229372434893
simplified-cocome,moc_1.64,82,95,sb_3600000,pesa2,IGD+,0.3894929096032862
simplified-cocome,moc_1.64,82,95,sb_3600000,pesa2,IGD+,0.14790642297331533
simplified-cocome,moc_1.64,82,95,sb_3600000,pesa2,EP,0.527293844367015
simplified-cocome,moc_1.64,82,95,sb_3600000,pesa2,EP,0.5101324458579289
simplified-cocome,moc_1.64,82,95,sb_3600000,pesa2,EP,0.24999999999999994
simplified-cocome,moc_1.64,82,95,sb_3600000,pesa2,HV,0.22480294361823228
simplified-cocome,moc_1.64,82,95,sb_3600000,pesa2,HV,0.09977610600114244
simplified-cocome,moc_1.64,82,95,sb_3600000,pesa2,HV,0.3169317523412159
simplified-cocome,moc_1.64,82,95,sb_3600000,pesa2,GSPREAD,0.663264936253152
simplified-cocome,moc_1.64,82,95,sb_3600000,pesa2,GSPREAD,0.6368747591697536
simplified-cocome,moc_1.64,82,95,sb_3600000,pesa2,GSPREAD,0.5325650325061809
simplified-cocome,moc_1.64,102,95,sb_3600000,pesa2,IGD+,0.18492212571737723
simplified-cocome,moc_1.64,102,95,sb_3600000,pesa2,IGD+,0.1965862120949324
simplified-cocome,moc_1.64,102,95,sb_3600000,pesa2,IGD+,0.20136290314557975
simplified-cocome,moc_1.64,102,95,sb_3600000,pesa2,EP,0.4541231126596981
simplified-cocome,moc_1.64,102,95,sb_3600000,pesa2,EP,0.3844367015098723
simplified-cocome,moc_1.64,102,95,sb_3600000,pesa2,EP,0.40880777239880917
simplified-cocome,moc_1.64,102,95,sb_3600000,pesa2,HV,0.3003125892482596
simplified-cocome,moc_1.64,102,95,sb_3600000,pesa2,HV,0.240528419050826
simplified-cocome,moc_1.64,102,95,sb_3600000,pesa2,HV,0.23635431309567922
simplified-cocome,moc_1.64,102,95,sb_3600000,pesa2,GSPREAD,0.6699090466815725
simplified-cocome,moc_1.64,102,95,sb_3600000,pesa2,GSPREAD,0.7821375170729574
simplified-cocome,moc_1.64,102,95,sb_3600000,pesa2,GSPREAD,0.5570443891966547
simplified-cocome,moc_1.64,72,95,sb_1800000,pesa2,IGD+,0.2318176277714854
simplified-cocome,moc_1.64,72,95,sb_1800000,pesa2,IGD+,0.21198240911826124
simplified-cocome,moc_1.64,72,95,sb_1800000,pesa2,IGD+,0.3299084148014658
simplified-cocome,moc_1.64,72,95,sb_1800000,pesa2,EP,0.4619232043515725
simplified-cocome,moc_1.64,72,95,sb_1800000,pesa2,EP,0.38443670150987225
simplified-cocome,moc_1.64,72,95,sb_1800000,pesa2,EP,0.5357604906186562
simplified-cocome,moc_1.64,72,95,sb_1800000,pesa2,HV,0.188160945675542
simplified-cocome,moc_1.64,72,95,sb_1800000,pesa2,HV,0.26885657449869305
simplified-cocome,moc_1.64,72,95,sb_1800000,pesa2,HV,0.1085732154383735
simplified-cocome,moc_1.64,72,95,sb_1800000,pesa2,GSPREAD,0.720753975306738
simplified-cocome,moc_1.64,72,95,sb_1800000,pesa2,GSPREAD,0.4498964198770224
simplified-cocome,moc_1.64,72,95,sb_1800000,pesa2,GSPREAD,0.6713649516838814
simplified-cocome,moc_1.64,82,95,sb_1800000,pesa2,IGD+,0.28387592548126855
simplified-cocome,moc_1.64,82,95,sb_1800000,pesa2,IGD+,0.17467676843145194
simplified-cocome,moc_1.64,82,95,sb_1800000,pesa2,IGD+,0.2517206998573442
simplified-cocome,moc_1.64,82,95,sb_1800000,pesa2,EP,0.5
simplified-cocome,moc_1.64,82,95,sb_1800000,pesa2,EP,0.32636469221835074
simplified-cocome,moc_1.64,82,95,sb_1800000,pesa2,EP,0.49477351916376305
simplified-cocome,moc_1.64,82,95,sb_1800000,pesa2,HV,0.15110988013787
simplified-cocome,moc_1.64,82,95,sb_1800000,pesa2,HV,0.26959051161336184
simplified-cocome,moc_1.64,82,95,sb_1800000,pesa2,HV,0.20208066272109573
simplified-cocome,moc_1.64,82,95,sb_1800000,pesa2,GSPREAD,0.598690892121758
simplified-cocome,moc_1.64,82,95,sb_1800000,pesa2,GSPREAD,0.8506912058895238
simplified-cocome,moc_1.64,82,95,sb_1800000,pesa2,GSPREAD,0.5561642898325821
simplified-cocome,moc_1.64,102,95,sb_1800000,pesa2,IGD+,0.2736808844907797
simplified-cocome,moc_1.64,102,95,sb_1800000,pesa2,IGD+,0.20852683132802893
simplified-cocome,moc_1.64,102,95,sb_1800000,pesa2,IGD+,0.19018511604618607
simplified-cocome,moc_1.64,102,95,sb_1800000,pesa2,EP,0.49477351916376305
simplified-cocome,moc_1.64,102,95,sb_1800000,pesa2,EP,0.5203252032520326
simplified-cocome,moc_1.64,102,95,sb_1800000,pesa2,EP,0.3333333333333333
simplified-cocome,moc_1.64,102,95,sb_1800000,pesa2,HV,0.19380544470479902
simplified-cocome,moc_1.64,102,95,sb_1800000,pesa2,HV,0.2939056578033824
simplified-cocome,moc_1.64,102,95,sb_1800000,pesa2,HV,0.2462553212742395
simplified-cocome,moc_1.64,102,95,sb_1800000,pesa2,GSPREAD,0.6918216839137996
simplified-cocome,moc_1.64,102,95,sb_1800000,pesa2,GSPREAD,0.6990112038992171
simplified-cocome,moc_1.64,102,95,sb_1800000,pesa2,GSPREAD,0.7655208919347782
