solID,perfQ,#changes,pas,reliability
474,-0.17094192124677485,7.38,16.0,-0.9955535505609666
536,-0.17094192124677485,7.38,16.0,-0.9955535505609666
616,-0.18038399952211495,7.159999999999999,13.0,-0.9805569546745408
712,-0.18038399952211495,7.159999999999999,13.0,-0.9805569546745408
730,-0.13157333956746045,7.859999999999999,10.0,-0.9739224294944746
734,-0.13908589243292677,6.06,10.0,-0.9953757270027018
742,-0.16174872588315226,7.859999999999999,10.0,-0.9954112973661482
812,-0.20297789062675875,7.29,10.0,-0.9961043694944746
814,-0.21827543438967426,6.37,13.0,-0.9627312667644233
818,-0.13874638470987205,6.06,10.0,-0.9955535496778739
830,-0.13908589243292677,6.06,10.0,-0.9953757270027018
834,-0.17094192124677485,7.38,16.0,-0.9955535505609666
838,-0.16174872588315226,7.859999999999999,10.0,-0.9954112973661482
840,-0.07543845320477101,4.26,16.0,-0.9955535694944745
848,-0.13874638470987205,6.06,10.0,-0.9955535496778739
852,-0.16174872588315226,7.859999999999999,10.0,-0.9954112973661482
