solID,perfQ,#changes,pas,reliability
218,-0.02635294996318732,5.24,13.0,-0.29676611686141674
230,-0.21375291785428094,16.84,14.0,-0.6612344605627286
234,-0.058823529411764705,7.29,14.0,-0.650080290045043
238,-0.013852633635196177,8.8,13.0,-0.5794523700450429
246,-0.02635294996318732,5.4,14.0,-0.6549264169064596
268,-0.27119552369637384,13.530000000000001,14.0,-0.6580154205627285
290,-0.0726761630469609,7.7,13.0,-0.44877247
302,-0.17644084436133434,13.09,13.0,-0.7124220600450429
308,-0.0726761630469609,11.7,13.0,-0.5794523700450429
310,-0.02636080971746349,7.04,13.0,-0.42753668686141677
318,-0.1176176060463361,11.040000000000001,14.0,-0.7124220600450429
326,-0.2123722853813756,15.200000000000001,14.0,-0.6588074205627286
328,-0.09475467933503949,12.93,13.0,-0.5827919700450429
330,-0.1535782087468042,9.84,14.0,-0.5272448505627285
342,-0.1535782087468042,10.41,14.0,-0.6286208505627285
346,-0.013852633635196177,8.8,13.0,-0.5794523700450429
