solID,perfQ,#changes,pas,reliability
1368,-0.058831389166040866,9.4,14.0,-0.709834860045043
1586,-0.058831389166040866,4.83,14.0,-0.709834860045043
1624,-0.11765491857780559,7.949999999999999,14.0,-0.36152776000000003
1642,-0.058831389166040866,4.83,14.0,-0.709834860045043
1678,-0.11764742891861302,5.4,14.0,-0.768250140045043
1692,-0.11764705882352941,4.83,14.0,-0.7086863500450429
1736,-0.1164111039447432,5.24,13.0,-0.34567696
1738,-0.11764705882352941,4.83,14.0,-0.7086863500450429
1748,-0.058831389166040866,4.83,14.0,-0.709834860045043
1752,-0.058831389166040866,4.83,14.0,-0.709834860045043
1754,-0.05883138916604088,4.83,14.0,-0.7841346015909902
1756,-0.11765491857780559,7.949999999999999,14.0,-0.36152776000000003
1758,-0.05883138916604088,4.83,14.0,-0.7841346015909902
1762,-0.058831389166040866,3.6,14.0,-0.709834860045043
1774,-0.058831389166040866,4.83,14.0,-0.709834860045043
1778,-0.013860493389472348,6.5,14.0,-0.7841346015909902
