solID,perfQ,#changes,pas,reliability
232,-0.21528277085011235,5.140000000000001,13.0,-0.9937136666155787
248,-0.21528277085011235,5.140000000000001,13.0,-0.9937136666155787
250,-0.21570805136229368,6.5600000000000005,8.0,-0.9960946879444896
254,-0.27176997492077015,5.550000000000001,16.0,-0.9937133140230162
258,-0.18726949527997677,3.9099999999999997,16.0,-0.9937136666155787
266,-0.21204509756934264,5.33,24.0,-0.9960946879444896
270,-0.21927330117057223,4.32,16.0,-0.9937133140230162
280,-0.21927330117057223,4.32,16.0,-0.9937133140230162
296,-0.32882232421878016,6.720000000000001,13.0,-0.9580683786745409
298,-0.27176997492077015,5.550000000000001,16.0,-0.9937133140230162
302,-0.0871348382709061,4.32,16.0,-0.9937137452125147
304,-0.18726949527997677,3.9099999999999997,16.0,-0.9937136666155787
310,-0.30016075874043785,6.5600000000000005,8.0,-0.9780014346745409
316,-0.2883649826253324,5.33,16.0,-0.9780014346745409
320,-0.21204509756934264,5.33,24.0,-0.9960946879444896
324,-0.17806237104194864,5.550000000000001,16.0,-0.9937137452125147
